geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
4724,-23.64537,-46.712203,sao paulo,SP
4725,-23.643593,-46.705012,sao paulo,SP
4726,-23.636027,-46.713003,sao paulo,SP
4727,-23.642438,-46.714069,sao paulo,SP
4728,-23.639408,-46.7145,sao paulo,SP
4729,-23.637677,-46.717262,sao paulo,SP
4730,-23.641979,-46.720266,sao paulo,SP
4733,-23.63553,-46.694031,sao paulo,SP
4734,-23.642558,-46.698294,sao paulo,SP
4735,-23.642694,-46.69739,sao paulo,SP
4736,-23.642918,-46.69666,sao paulo,SP
4737,-23.64444,-46.695653,sao paulo,SP
4738,-23.64231,-46.695383,sao paulo,SP
4739,-23.645607,-46.698849,sao paulo,SP
4740,-23.646598,-46.692985,sao paulo,SP
4741,-23.649415,-46.700698,sao paulo,SP
4742,-23.650937,-46.700906,sao paulo,SP
4743,-23.653252,-46.703619,sao paulo,SP
4744,-23.656612,-46.706728,sao paulo,SP
4745,-23.656528,-46.705436,sao paulo,SP
4746,-23.658872,-46.707932,sao paulo,SP
4747,-23.656718,-46.697809,sao paulo,SP
4748,-23.64975,-46.689485,sao paulo,SP
4750,-23.64709,-46.704821,sao paulo,SP
4751,-23.651805,-46.707494,sao paulo,SP
4752,-23.653256,-46.711835,sao paulo,SP
4753,-23.65435,-46.713789,sao paulo,SP
4754,-23.652282,-46.715482,sao paulo,SP
4755,-23.647185,-46.713839,sao paulo,SP
4756,-23.646984,-46.718722,sao paulo,SP
4757,-23.651084,-46.719626,sao paulo,SP
4760,-23.663622,-46.715201,sao paulo,SP
4761,-23.662843,-46.718027,sao paulo,SP
4762,-23.665196,-46.719549,sao paulo,SP
4763,-23.669585,-46.718573,sao paulo,SP
4764,-23.672392,-46.714652,sao paulo,SP
4765,-23.673255,-46.7114,sao paulo,SP
4766,-23.671866,-46.709436,sao paulo,SP
4767,-23.677586,-46.706508,sao paulo,SP
4768,-23.672731,-46.711933,sao paulo,SP
4770,-23.680992,-46.71542,sao paulo,SP
4771,-23.681587,-46.712074,sao paulo,SP
4772,-23.68779,-46.714956,sao paulo,SP
4773,-23.682247,-46.708986,sao paulo,SP
4774,-23.68443,-46.707004,sao paulo,SP
4775,-23.685422,-46.700394,sao paulo,SP
4776,-23.687008,-46.702403,sao paulo,SP
4777,-23.695491,-46.69823,sao paulo,SP
4778,-23.632234,-46.705647,sao paulo,SP
4779,-23.660234,-46.72039,sao paulo,SP
4781,-23.686303,-46.704513,sao paulo,SP
4782,-23.691013,-46.70381,sao paulo,SP
4783,-23.694701,-46.704343,sao paulo,SP
4784,-23.683138,-46.707591,sao paulo,SP
4785,-23.693469,-46.711285,sao paulo,SP
4786,-23.702324,-46.704994,sao paulo,SP
4787,-23.697433,-46.710121,sao paulo,SP
4788,-23.703585,-46.710284,sao paulo,SP
4789,-23.70669,-46.708386,sao paulo,SP
4792,-23.701682,-46.703805,sao paulo,SP
4794,-23.620116,-46.699787,sao paulo,SP
4795,-23.663024,-46.710884,sao paulo,SP
4801,-23.713713,-46.699244,sao paulo,SP
4802,-23.709666,-46.705864,sao paulo,SP
4803,-23.716133,-46.709638,sao paulo,SP
4805,-23.715016,-46.703489,sao paulo,SP
4806,-23.711778,-46.702729,sao paulo,SP
4807,-23.713844,-46.698589,sao paulo,SP
4808,-23.714104,-46.704604,sao paulo,SP
4809,-23.716916,-46.694693,sao paulo,SP
4810,-23.711358,-46.697948,sao paulo,SP
4811,-23.710419,-46.693254,sao paulo,SP
4812,-23.71319,-46.687407,sao paulo,SP
4813,-23.720326,-46.687005,sao paulo,SP
4814,-23.72548,-46.678527,sao paulo,SP
4815,-23.703808,-46.691298,sao paulo,SP
4816,-23.705157,-46.686325,sao paulo,SP
4820,-23.736277,-46.687071,sao paulo,SP
4821,-23.725767,-46.687431,sao paulo,SP
4822,-23.733266,-46.690354,sao paulo,SP
4823,-23.724481,-46.69525,sao paulo,SP
4824,-23.730084,-46.695082,sao paulo,SP
4826,-23.72329,-46.710189,sao paulo,SP
4827,-23.721615,-46.701783,sao paulo,SP
4828,-23.725655,-46.704452,sao paulo,SP
4829,-23.730142,-46.709509,sao paulo,SP
4830,-23.731774,-46.701265,sao paulo,SP
4831,-23.734514,-46.713647,sao paulo,SP
4832,-23.73477,-46.715606,sao paulo,SP
4833,-23.743498,-46.706329,sao paulo,SP
4835,-23.737635,-46.704812,sao paulo,SP
4836,-23.743821,-46.710215,sao paulo,SP
4837,-23.742899,-46.704415,sao paulo,SP
4840,-23.755408,-46.682983,sao paulo,SP
4841,-23.738709,-46.689333,sao paulo,SP
4842,-23.74497,-46.685287,sao paulo,SP
4843,-23.742877,-46.694417,sao paulo,SP
4844,-23.75107,-46.701769,sao paulo,SP
4845,-23.747072,-46.691295,sao paulo,SP
4846,-23.744785,-46.678143,sao paulo,SP
4847,-23.754683,-46.696315,sao paulo,SP
4848,-23.732749,-46.677528,sao paulo,SP
4849,-23.719311,-46.660397,sao paulo,SP
4850,-23.747947,-46.681806,sao paulo,SP
4851,-23.731595,-46.666617,sao paulo,SP
4852,-23.760913,-46.670856,sao paulo,SP
4853,-23.768303,-46.673853,sao paulo,SP
4854,-23.746937,-46.690795,sao paulo,SP
4855,-23.758257,-46.680714,sao paulo,SP
4856,-23.76991,-46.686091,sao paulo,SP
4857,-23.763973,-46.688081,sao paulo,SP
4858,-23.771696,-46.712519,sao paulo,SP
4859,-23.766297,-46.704548,sao paulo,SP
4860,-23.761872,-46.714639,sao paulo,SP
4862,-23.761912,-46.699408,sao paulo,SP
4863,-23.762168,-46.706378,sao paulo,SP
4864,-23.768294,-46.721048,sao paulo,SP
4865,-23.783249,-46.70641,sao paulo,SP
4866,-23.786506,-46.717709,sao paulo,SP
4867,-23.696492,-46.733944,sao paulo,SP
4870,-23.757631,-46.756092,sao paulo,SP
4872,-23.716372,-46.639345,sao paulo,SP
4875,-23.820602,-46.68536,sao paulo,SP
4877,-23.860862,-46.644529,sao paulo,SP
4880,-23.78836,-46.72025,sao paulo,SP
4881,-23.794332,-46.730405,sao paulo,SP
4882,-23.809311,-46.75711,sao paulo,SP
4883,-23.81333,-46.734974,sao paulo,SP
4884,-23.801935,-46.70268,sao paulo,SP
4886,-23.834662,-46.757974,sao paulo,SP
4888,-23.827028,-46.736839,sao paulo,SP
4890,-23.828686,-46.722785,sao paulo,SP
4891,-23.802691,-46.731501,sao paulo,SP
4892,-23.846646,-46.715146,sao paulo,SP
4893,-23.808032,-46.686696,sao paulo,SP
4894,-23.847976,-46.752136,sao paulo,SP
4895,-23.812124,-46.698788,sao paulo,SP
4896,-23.841231,-46.707135,sao paulo,SP
4897,-23.814201,-46.689069,sao paulo,SP
4898,-23.73493,-46.635093,sao paulo,SP
4902,-23.671915,-46.732637,sao paulo,SP
4904,-23.673794,-46.737425,sao paulo,SP
4905,-23.674725,-46.750602,sao paulo,SP
4906,-23.67555,-46.755265,sao paulo,SP
4909,-23.67894,-46.736281,sao paulo,SP
4910,-23.684506,-46.738067,sao paulo,SP
4911,-23.680383,-46.740496,sao paulo,SP
4912,-23.682405,-46.744601,sao paulo,SP
4913,-23.67704,-46.740695,sao paulo,SP
4914,-23.676419,-46.745252,sao paulo,SP
4915,-23.681426,-46.748285,sao paulo,SP
4916,-23.685789,-46.750711,sao paulo,SP
4917,-23.686344,-46.745879,sao paulo,SP
4918,-23.690636,-46.74469,sao paulo,SP
4919,-23.693391,-46.763188,sao paulo,SP
4920,-23.691737,-46.756758,sao paulo,SP
4921,-23.694672,-46.752004,sao paulo,SP
4922,-23.690723,-46.739288,sao paulo,SP
4923,-23.704442,-46.748147,sao paulo,SP
4925,-23.706093,-46.745625,sao paulo,SP
4926,-23.702747,-46.741252,sao paulo,SP
4928,-23.707081,-46.732761,sao paulo,SP
4929,-23.699887,-46.765235,sao paulo,SP
4930,-23.680436,-46.752727,sao paulo,SP
4931,-23.680471,-46.755633,sao paulo,SP
4932,-23.679418,-46.756206,sao paulo,SP
4933,-23.682385,-46.764545,sao paulo,SP
4935,-23.684409,-46.767242,sao paulo,SP
4937,-23.686027,-46.761223,sao paulo,SP
4938,-23.690025,-46.761409,sao paulo,SP
4939,-23.690236,-46.77039,sao paulo,SP
4940,-23.688563,-46.766138,sao paulo,SP
4941,-23.700774,-46.77447,sao paulo,SP
4942,-23.697751,-46.775518,sao paulo,SP
4943,-23.7053,-46.788265,sao paulo,SP
4944,-23.711369,-46.776394,sao paulo,SP
4945,-23.71339,-46.778269,sao paulo,SP
4947,-23.719801,-46.759174,sao paulo,SP
4948,-23.703487,-46.780481,sao paulo,SP
4949,-23.720336,-46.769836,sao paulo,SP
4950,-23.722574,-46.759125,sao paulo,SP
4951,-23.727329,-46.758535,sao paulo,SP
4952,-23.720757,-46.752797,sao paulo,SP
4953,-23.72303,-46.755565,sao paulo,SP
4955,-23.762183,-46.684313,sao paulo,SP
4960,-23.72397,-46.782638,sao paulo,SP
4961,-23.681993,-46.755951,sao paulo,SP
4962,-23.736321,-46.782582,sao paulo,SP
4963,-23.749259,-46.779098,sao paulo,SP
4965,-23.738088,-46.778,sao paulo,SP
4966,-23.727565,-46.783957,sao paulo,SP
5001,-23.527475,-46.673794,sao paulo,SP
5002,-23.529508,-46.673548,sao paulo,SP
5003,-23.52759,-46.675693,sao paulo,SP
5004,-23.532683,-46.665586,sao paulo,SP
5005,-23.532345,-46.671281,sao paulo,SP
5006,-23.535101,-46.667792,sao paulo,SP
5007,-23.534776,-46.671765,sao paulo,SP
5008,-23.534573,-46.67511,sao paulo,SP
5009,-23.534131,-46.678591,sao paulo,SP
5010,-23.535196,-46.679814,sao paulo,SP
5011,-23.535783,-46.681715,sao paulo,SP
5012,-23.539033,-46.679333,sao paulo,SP
5013,-23.537669,-46.66814,sao paulo,SP
5014,-23.536592,-46.670121,sao paulo,SP
5015,-23.535877,-46.670939,sao paulo,SP
5016,-23.538137,-46.676788,sao paulo,SP
5017,-23.537114,-46.679678,sao paulo,SP
5018,-23.53488,-46.680569,sao paulo,SP
5019,-23.534573,-46.682293,sao paulo,SP
5020,-23.534769,-46.684168,sao paulo,SP
5021,-23.532704,-46.68485,sao paulo,SP
5022,-23.534847,-46.688452,sao paulo,SP
5023,-23.5304,-46.684809,sao paulo,SP
5024,-23.530142,-46.685409,sao paulo,SP
5025,-23.533842,-46.688213,sao paulo,SP
5026,-23.530572,-46.689413,sao paulo,SP
5027,-23.532297,-46.692378,sao paulo,SP
5028,-23.537065,-46.692843,sao paulo,SP
5029,-23.541046,-46.693846,sao paulo,SP
5030,-23.542073,-46.691758,sao paulo,SP
5033,-23.523158,-46.685321,sao paulo,SP
5034,-23.511518,-46.683801,sao paulo,SP
5035,-23.509746,-46.719499,sao paulo,SP
5036,-23.515676,-46.688233,sao paulo,SP
5037,-23.513623,-46.68908,sao paulo,SP
5038,-23.514609,-46.699045,sao paulo,SP
5040,-23.513097,-46.707932,sao paulo,SP
5041,-23.52386,-46.695806,sao paulo,SP
5042,-23.52486,-46.69201,sao paulo,SP
5043,-23.525701,-46.691692,sao paulo,SP
5044,-23.528608,-46.694718,sao paulo,SP
5045,-23.528802,-46.695297,sao paulo,SP
5046,-23.530493,-46.697769,sao paulo,SP
5047,-23.525353,-46.699404,sao paulo,SP
5048,-23.531259,-46.697354,sao paulo,SP
5049,-23.527098,-46.700544,sao paulo,SP
5050,-23.523495,-46.701412,sao paulo,SP
5051,-23.52743,-46.696028,sao paulo,SP
5052,-23.533211,-46.70104,sao paulo,SP
5053,-23.537613,-46.69956,sao paulo,SP
5054,-23.540264,-46.700113,sao paulo,SP
5055,-23.532666,-46.703134,sao paulo,SP
5056,-23.532415,-46.705115,sao paulo,SP
5057,-23.532133,-46.707211,sao paulo,SP
5058,-23.532032,-46.708346,sao paulo,SP
5059,-23.533493,-46.711301,sao paulo,SP
5060,-23.528642,-46.708618,sao paulo,SP
5061,-23.539554,-46.704719,sao paulo,SP
5065,-23.518845,-46.695573,sao paulo,SP
5068,-23.516237,-46.702255,sao paulo,SP
5069,-23.514559,-46.706697,sao paulo,SP
5072,-23.521422,-46.703484,sao paulo,SP
5073,-23.522897,-46.706279,sao paulo,SP
5074,-23.519869,-46.705593,sao paulo,SP
5075,-23.522758,-46.708729,sao paulo,SP
5076,-23.522073,-46.710222,sao paulo,SP
5077,-23.520468,-46.720519,sao paulo,SP
5078,-23.522885,-46.717168,sao paulo,SP
5079,-23.52623,-46.711844,sao paulo,SP
5080,-23.527348,-46.714232,sao paulo,SP
5081,-23.527231,-46.714599,sao paulo,SP
5082,-23.529422,-46.717634,sao paulo,SP
5083,-23.532956,-46.716797,sao paulo,SP
5084,-23.529742,-46.721741,sao paulo,SP
5085,-23.526011,-46.728888,sao paulo,SP
5086,-23.524019,-46.728718,sao paulo,SP
5087,-23.524308,-46.725894,sao paulo,SP
5088,-23.525353,-46.726362,sao paulo,SP
5089,-23.520433,-46.726689,sao paulo,SP
5092,-23.512231,-46.71518,sao paulo,SP
5093,-23.516233,-46.719963,sao paulo,SP
5094,-23.511449,-46.719217,sao paulo,SP
5095,-23.511975,-46.71782,sao paulo,SP
5101,-23.504891,-46.726588,sao paulo,SP
5102,-23.51767,-46.750693,sao paulo,SP
5103,-23.514192,-46.752797,sao paulo,SP
5104,-23.513877,-46.756218,sao paulo,SP
5105,-23.512098,-46.757329,sao paulo,SP
5106,-23.510934,-46.736328,sao paulo,SP
5107,-23.518267,-46.751685,sao paulo,SP
5108,-23.509324,-46.75806,sao paulo,SP
5109,-23.503842,-46.760578,sao paulo,SP
5110,-23.493704,-46.750351,sao paulo,SP
5112,-23.475543,-46.767275,sao paulo,SP
5113,-23.479856,-46.758355,sao paulo,SP
5114,-23.507823,-46.752062,sao paulo,SP
5115,-23.510237,-46.750437,sao paulo,SP
5116,-23.512656,-46.746541,sao paulo,SP
5117,-23.513381,-46.743558,sao paulo,SP
5118,-23.51619,-46.741967,sao paulo,SP
5119,-23.494382,-46.736026,sao paulo,SP
5120,-23.511929,-46.731384,sao paulo,SP
5121,-23.507595,-46.729964,sao paulo,SP
5122,-23.504979,-46.734896,sao paulo,SP
5123,-23.505549,-46.737969,sao paulo,SP
5124,-23.504509,-46.736391,sao paulo,SP
5125,-23.502723,-46.738728,sao paulo,SP
5126,-23.502126,-46.741142,sao paulo,SP
5127,-23.497545,-46.738941,sao paulo,SP
5128,-23.492808,-46.740702,sao paulo,SP
5131,-23.498789,-46.74414,sao paulo,SP
5132,-23.505189,-46.744667,sao paulo,SP
5133,-23.492877,-46.743499,sao paulo,SP
5134,-23.48775,-46.744102,sao paulo,SP
5135,-23.493736,-46.748306,sao paulo,SP
5136,-23.500988,-46.748762,sao paulo,SP
5138,-23.48477,-46.734143,sao paulo,SP
5139,-23.489007,-46.731574,sao paulo,SP
5140,-23.48998,-46.72712,sao paulo,SP
5141,-23.492024,-46.728984,sao paulo,SP
5142,-23.494217,-46.726979,sao paulo,SP
5143,-23.496211,-46.722388,sao paulo,SP
5144,-23.499829,-46.722517,sao paulo,SP
5145,-23.503257,-46.720354,sao paulo,SP
5154,-23.495296,-46.74658,sao paulo,SP
5157,-23.48566,-46.763163,sao paulo,SP
5158,-23.4898,-46.758978,sao paulo,SP
5159,-23.487972,-46.752128,sao paulo,SP
5160,-23.485845,-46.750612,sao paulo,SP
5161,-23.485816,-46.756305,sao paulo,SP
5162,-23.48155,-46.755764,sao paulo,SP
5163,-23.481597,-46.764806,sao paulo,SP
5164,-23.484391,-46.719149,sao paulo,SP
5165,-23.481944,-46.752953,sao paulo,SP
5170,-23.483583,-46.748071,sao paulo,SP
5171,-23.477638,-46.74922,sao paulo,SP
5172,-23.481314,-46.74345,sao paulo,SP
5173,-23.479596,-46.742096,sao paulo,SP
5174,-23.479935,-46.742177,sao paulo,SP
5175,-23.47534,-46.738549,sao paulo,SP
5176,-23.477063,-46.711912,sao paulo,SP
5177,-23.482641,-46.745619,sao paulo,SP
5180,-23.458947,-46.749537,sao paulo,SP
5181,-23.455861,-46.744092,sao paulo,SP
5182,-23.450665,-46.746285,sao paulo,SP
5183,-23.452636,-46.752399,sao paulo,SP
5184,-23.456878,-46.754911,sao paulo,SP
5185,-23.441513,-46.747907,sao paulo,SP
5186,-23.434724,-46.751448,sao paulo,SP
5187,-23.44464,-46.750475,sao paulo,SP
5201,-23.413045,-46.723678,sao paulo,SP
5202,-23.402065,-46.747144,sao paulo,SP
5203,-23.407594,-46.746369,sao paulo,SP
5204,-23.407619,-46.755236,sao paulo,SP
5205,-23.409532,-46.764283,sao paulo,SP
5206,-23.404579,-46.763197,sao paulo,SP
5207,-23.398775,-46.752875,sao paulo,SP
5208,-23.413307,-46.75448,sao paulo,SP
5209,-23.431514,-46.72713,sao paulo,SP
5210,-23.430076,-46.747212,sao paulo,SP
5211,-23.408989,-46.759389,sao paulo,SP
5212,-23.415347,-46.747444,sao paulo,SP
5215,-23.391809,-46.73494,sao paulo,SP
5220,-23.404991,-46.726138,sao paulo,SP
5223,-23.409611,-46.739769,sao paulo,SP
5224,-23.41306,-46.743663,sao paulo,SP
5240,-23.42948,-46.763791,sao paulo,SP
5263,-23.512606,-46.561457,sao paulo,SP
5264,-23.445777,-46.785133,sao paulo,SP
5265,-23.451152,-46.790093,sao paulo,SP
5266,-23.446228,-46.799819,sao paulo,SP
5267,-23.440608,-46.792356,sao paulo,SP
5268,-23.440855,-46.783986,sao paulo,SP
5269,-23.433501,-46.789179,sao paulo,SP
5270,-23.544916,-46.648317,sao paulo,SP
5271,-23.42971,-46.79423,sao paulo,SP
5272,-23.477273,-46.767405,sao paulo,SP
5273,-23.438142,-46.795717,sao paulo,SP
5274,-23.458202,-46.793262,sao paulo,SP
5275,-23.425884,-46.806733,sao paulo,SP
5276,-23.497511,-46.491472,sao paulo,SP
5279,-23.542798,-46.577862,sao paulo,SP
5280,-23.437909,-46.7707,sao paulo,SP
5281,-23.469366,-46.758532,sao paulo,SP
5282,-23.463984,-46.754957,sao paulo,SP
5283,-23.441587,-46.775305,sao paulo,SP
5301,-23.533951,-46.722328,sao paulo,SP
5302,-23.530562,-46.726887,sao paulo,SP
5303,-23.527681,-46.730623,sao paulo,SP
5304,-23.524208,-46.735168,sao paulo,SP
5305,-23.53197,-46.729496,sao paulo,SP
5307,-23.52257,-46.742171,sao paulo,SP
5308,-23.526528,-46.742741,sao paulo,SP
5310,-23.543336,-46.734922,sao paulo,SP
5311,-23.528384,-46.739954,sao paulo,SP
5312,-23.529994,-46.737507,sao paulo,SP
5313,-23.530523,-46.737178,sao paulo,SP
5314,-23.530647,-46.736453,sao paulo,SP
5315,-23.533374,-46.731281,sao paulo,SP
5316,-23.534949,-46.733916,sao paulo,SP
5317,-23.54604,-46.732765,sao paulo,SP
5318,-23.535533,-46.729637,sao paulo,SP
5319,-23.541812,-46.730687,sao paulo,SP
5321,-23.543875,-46.741525,sao paulo,SP
5322,-23.539621,-46.751462,sao paulo,SP
5323,-23.543401,-46.752513,sao paulo,SP
5324,-23.540692,-46.756573,sao paulo,SP
5325,-23.539424,-46.758714,sao paulo,SP
5326,-23.543338,-46.757776,sao paulo,SP
5327,-23.545293,-46.757646,sao paulo,SP
5328,-23.542886,-46.755968,sao paulo,SP
5329,-23.573494,-46.737905,sao paulo,SP
5330,-23.542937,-46.748193,sao paulo,SP
5331,-23.545383,-46.748783,sao paulo,SP
5332,-23.546198,-46.747279,sao paulo,SP
5333,-23.542621,-46.743778,sao paulo,SP
5334,-23.54798,-46.74671,sao paulo,SP
5335,-23.546188,-46.753607,sao paulo,SP
5336,-23.544925,-46.75333,sao paulo,SP
5337,-23.552187,-46.749721,sao paulo,SP
5338,-23.55312,-46.749809,sao paulo,SP
5339,-23.554474,-46.755488,sao paulo,SP
5340,-23.553151,-46.755177,sao paulo,SP
5343,-23.55408,-46.750765,sao paulo,SP
5344,-23.553025,-46.745244,sao paulo,SP
5345,-23.551344,-46.744182,sao paulo,SP
5346,-23.556018,-46.744444,sao paulo,SP
5347,-23.553462,-46.738314,sao paulo,SP
5348,-23.547531,-46.737053,sao paulo,SP
5350,-23.56757,-46.754433,sao paulo,SP
5351,-23.55949,-46.75475,sao paulo,SP
5352,-23.555571,-46.758827,sao paulo,SP
5353,-23.560339,-46.750916,sao paulo,SP
5356,-23.56324,-46.753608,sao paulo,SP
5358,-23.571909,-46.750044,sao paulo,SP
5359,-23.570044,-46.744242,sao paulo,SP
5360,-23.568729,-46.738339,sao paulo,SP
5361,-23.566503,-46.748469,sao paulo,SP
5362,-23.572661,-46.74092,sao paulo,SP
5363,-23.572993,-46.747126,sao paulo,SP
5364,-23.571454,-46.7522,sao paulo,SP
5365,-23.576128,-46.747789,sao paulo,SP
5366,-23.577777,-46.756086,sao paulo,SP
5367,-23.571903,-46.755301,sao paulo,SP
5368,-23.578699,-46.752259,sao paulo,SP
5369,-23.570554,-46.744694,sao paulo,SP
5371,-23.583296,-46.753997,sao paulo,SP
5372,-23.57983,-46.757514,sao paulo,SP
5373,-23.583602,-46.758586,sao paulo,SP
5374,-23.579225,-46.76054,sao paulo,SP
5376,-23.580928,-46.766525,sao paulo,SP
5379,-23.565817,-46.752688,sao paulo,SP
5381,-23.57219,-46.761757,sao paulo,SP
5382,-23.574634,-46.761987,sao paulo,SP
5386,-23.565123,-46.759744,sao paulo,SP
5387,-23.565899,-46.764998,sao paulo,SP
5388,-23.569176,-46.763407,sao paulo,SP
5396,-23.573283,-46.769822,sao paulo,SP
5397,-23.579639,-46.775588,sao paulo,SP
5398,-23.574125,-46.777839,sao paulo,SP
5399,-23.574718,-46.779146,sao paulo,SP
5400,-23.556974,-46.676036,sao paulo,SP
5401,-23.563526,-46.677169,sao paulo,SP
5402,-23.564254,-46.678684,sao paulo,SP
5403,-23.557615,-46.669117,sao paulo,SP
5404,-23.563838,-46.683719,sao paulo,SP
5405,-23.560481,-46.682498,sao paulo,SP
5406,-23.558222,-46.678957,sao paulo,SP
5407,-23.559983,-46.685037,sao paulo,SP
5408,-23.559191,-46.683258,sao paulo,SP
5409,-23.557414,-46.674989,sao paulo,SP
5410,-23.555369,-46.67721,sao paulo,SP
5411,-23.55842,-46.677544,sao paulo,SP
5412,-23.556761,-46.680415,sao paulo,SP
5413,-23.559766,-46.680009,sao paulo,SP
5414,-23.561959,-46.681457,sao paulo,SP
5415,-23.562654,-46.683854,sao paulo,SP
5416,-23.560949,-46.688422,sao paulo,SP
5417,-23.561434,-46.689846,sao paulo,SP
5418,-23.564047,-46.689554,sao paulo,SP
5419,-23.56232,-46.694449,sao paulo,SP
5420,-23.565205,-46.691373,sao paulo,SP
5421,-23.564953,-46.692057,sao paulo,SP
5422,-23.566922,-46.687446,sao paulo,SP
5423,-23.570009,-46.694256,sao paulo,SP
5424,-23.568771,-46.69811,sao paulo,SP
5425,-23.569186,-46.700107,sao paulo,SP
5426,-23.562304,-46.694952,sao paulo,SP
5427,-23.563383,-46.696043,sao paulo,SP
5428,-23.563218,-46.698214,sao paulo,SP
5429,-23.561952,-46.699325,sao paulo,SP
5432,-23.557152,-46.689758,sao paulo,SP
5433,-23.552291,-46.691197,sao paulo,SP
5434,-23.555443,-46.690964,sao paulo,SP
5435,-23.55164,-46.690442,sao paulo,SP
5436,-23.554461,-46.685354,sao paulo,SP
5437,-23.544798,-46.692057,sao paulo,SP
5438,-23.545263,-46.691525,sao paulo,SP
5439,-23.549602,-46.689402,sao paulo,SP
5440,-23.547256,-46.691425,sao paulo,SP
5441,-23.545805,-46.695031,sao paulo,SP
5442,-23.544428,-46.697303,sao paulo,SP
5443,-23.553082,-46.695749,sao paulo,SP
5444,-23.557443,-46.69726,sao paulo,SP
5445,-23.552318,-46.698183,sao paulo,SP
5446,-23.553722,-46.700429,sao paulo,SP
5447,-23.548547,-46.700274,sao paulo,SP
5448,-23.546399,-46.700593,sao paulo,SP
5449,-23.545933,-46.704956,sao paulo,SP
5450,-23.548041,-46.706199,sao paulo,SP
5451,-23.542711,-46.702476,sao paulo,SP
5452,-23.544266,-46.708108,sao paulo,SP
5453,-23.542317,-46.707585,sao paulo,SP
5454,-23.541002,-46.710489,sao paulo,SP
5455,-23.541383,-46.711854,sao paulo,SP
5458,-23.541823,-46.71631,sao paulo,SP
5459,-23.557922,-46.702929,sao paulo,SP
5460,-23.550852,-46.711121,sao paulo,SP
5461,-23.547815,-46.716429,sao paulo,SP
5462,-23.558965,-46.70445,sao paulo,SP
5463,-23.558693,-46.707886,sao paulo,SP
5464,-23.550627,-46.714828,sao paulo,SP
5465,-23.554149,-46.716017,sao paulo,SP
5466,-23.551116,-46.718777,sao paulo,SP
5467,-23.543524,-46.715463,sao paulo,SP
5468,-23.53905,-46.715773,sao paulo,SP
5469,-23.541128,-46.719557,sao paulo,SP
5470,-23.540838,-46.723688,sao paulo,SP
5471,-23.539967,-46.726001,sao paulo,SP
5472,-23.549589,-46.718019,sao paulo,SP
5477,-23.551954,-46.722268,sao paulo,SP
5501,-23.570808,-46.704952,sao paulo,SP
5502,-23.57695,-46.704513,sao paulo,SP
5503,-23.570212,-46.71084,sao paulo,SP
5505,-23.558838,-46.712097,sao paulo,SP
5506,-23.563225,-46.708484,sao paulo,SP
5507,-23.56683,-46.710103,sao paulo,SP
5508,-23.561022,-46.727785,sao paulo,SP
5509,-23.570946,-46.711172,sao paulo,SP
5510,-23.572965,-46.709042,sao paulo,SP
5511,-23.576612,-46.708665,sao paulo,SP
5512,-23.583879,-46.718255,sao paulo,SP
5513,-23.581582,-46.715107,sao paulo,SP
5514,-23.584007,-46.687883,sao paulo,SP
5515,-23.580157,-46.714306,sao paulo,SP
5516,-23.581726,-46.717939,sao paulo,SP
5517,-23.583983,-46.722147,sao paulo,SP
5518,-23.586167,-46.727002,sao paulo,SP
5519,-23.589061,-46.731033,sao paulo,SP
5520,-23.598058,-46.740716,sao paulo,SP
5521,-23.588655,-46.726654,sao paulo,SP
5522,-23.592235,-46.736414,sao paulo,SP
5523,-23.59371,-46.740213,sao paulo,SP
5524,-23.597018,-46.742765,sao paulo,SP
5525,-23.6018,-46.751801,sao paulo,SP
5526,-23.601659,-46.746818,sao paulo,SP
5527,-23.595315,-46.746804,sao paulo,SP
5528,-23.594618,-46.757242,sao paulo,SP
5529,-23.592967,-46.736076,sao paulo,SP
5530,-23.576698,-46.717052,sao paulo,SP
5531,-23.579484,-46.722741,sao paulo,SP
5532,-23.578208,-46.723735,sao paulo,SP
5533,-23.582931,-46.724711,sao paulo,SP
5534,-23.601389,-46.749281,sao paulo,SP
5535,-23.583271,-46.73144,sao paulo,SP
5536,-23.588815,-46.738946,sao paulo,SP
5537,-23.585935,-46.735032,sao paulo,SP
5538,-23.588483,-46.737908,sao paulo,SP
5539,-23.575938,-46.727216,sao paulo,SP
5540,-23.576192,-46.723989,sao paulo,SP
5541,-23.588287,-46.74171,sao paulo,SP
5542,-23.587635,-46.749336,sao paulo,SP
5543,-23.588765,-46.740105,sao paulo,SP
5544,-23.593621,-46.766146,sao paulo,SP
5545,-23.586653,-46.766901,sao paulo,SP
5546,-23.586509,-46.770076,sao paulo,SP
5547,-23.593289,-46.772505,sao paulo,SP
5549,-23.597135,-46.766158,sao paulo,SP
5550,-23.578232,-46.761167,sao paulo,SP
5551,-23.589138,-46.761245,sao paulo,SP
5560,-23.588064,-46.780163,sao paulo,SP
5563,-23.601782,-46.784215,sao paulo,SP
5564,-23.591681,-46.770338,sao paulo,SP
5565,-23.59566,-46.789084,sao paulo,SP
5566,-23.592945,-46.791367,sao paulo,SP
5567,-23.594027,-46.786173,sao paulo,SP
5568,-23.590078,-46.786074,sao paulo,SP
5569,-23.600302,-46.793518,sao paulo,SP
5570,-23.603574,-46.795146,sao paulo,SP
5571,-23.594556,-46.787489,sao paulo,SP
